current,throttle,volt,speed,fwd,rev,timestamp
448,297,327,27,100,0,1567567134.14847
417,279,328,26,100,0,1567567134.54852
412,295,326,28,100,0,1567567134.64785
402,285,327,26,100,0,1567567134.74837
388,291,328,27,100,0,1567567134.84776
399,295,329,27,100,0,1567567134.94804
401,295,327,28,100,0,1567567135.04789
421,288,326,27,100,0,1567567135.14866
401,293,328,27,100,0,1567567135.24834
396,283,328,27,100,0,1567567135.34807
400,287,327,27,100,0,1567567135.44809
411,286,329,27,100,0,1567567135.54778
428,287,328,27,100,0,1567567135.64853
393,279,328,27,100,0,1567567135.74778
379,275,330,27,100,0,1567567135.84830
411,283,327,27,100,0,1567567135.94802
411,265,328,27,100,0,1567567136.04779
417,277,326,27,100,0,1567567136.14852
382,278,328,27,100,0,1567567136.24818
376,267,330,27,100,0,1567567136.44928
394,267,328,28,100,0,1567567136.54761
398,262,327,29,100,0,1567567136.64801
414,269,327,27,100,0,1567567136.74790
412,261,328,27,100,0,1567567136.84800
386,267,326,27,100,0,1567567136.94807
380,266,328,27,100,0,1567567137.04771
383,265,327,27,100,0,1567567137.24843
400,271,328,27,100,0,1567567137.34760
378,282,328,27,100,0,1567567137.74834
390,275,327,27,100,0,1567567137.84865
391,272,327,28,100,0,1567567137.94860
415,269,326,27,100,0,1567567138.04787
407,274,329,26,100,0,1567567138.14792
393,277,329,27,100,0,1567567138.24858
374,274,328,27,100,0,1567567138.34846
393,281,329,27,100,0,1567567138.44783
398,276,327,27,100,0,1567567138.64875
395,275,327,27,100,0,1567567138.74774
424,279,328,26,100,0,1567567138.84792
401,283,327,27,100,0,1567567138.94810
384,275,329,27,100,0,1567567139.04897
388,277,328,28,100,0,1567567139.14894
391,286,327,26,100,0,1567567139.24841
402,275,327,27,100,0,1567567139.34865
395,287,325,27,100,0,1567567139.44787
418,276,327,27,100,0,1567567139.54838
387,285,330,27,100,0,1567567139.64856
393,282,329,28,100,0,1567567139.74800
387,264,328,26,100,0,1567567139.84779
418,278,326,28,100,0,1567567139.94779
402,268,330,27,100,0,1567567140.04806
381,282,329,27,100,0,1567567140.14834
391,281,328,27,100,0,1567567140.24778
399,272,329,27,100,0,1567567140.34792
408,274,329,26,100,0,1567567140.44838
427,286,324,28,100,0,1567567140.54793
406,292,328,26,100,0,1567567140.64812
388,281,329,28,100,0,1567567140.74882
398,287,326,27,100,0,1567567140.94770
426,271,324,27,100,0,1567567141.04822
399,277,327,27,100,0,1567567141.14851
395,287,327,27,100,0,1567567141.24840
403,285,327,27,100,0,1567567141.34771
400,274,329,27,100,0,1567567141.44942
394,272,327,27,100,0,1567567141.54923
403,273,328,27,100,0,1567567141.64969
395,283,329,27,100,0,1567567141.74836
391,276,329,27,100,0,1567567141.84801
400,283,328,27,100,0,1567567141.94827
405,279,328,27,100,0,1567567142.04856
413,279,327,27,100,0,1567567142.14780
391,273,329,27,100,0,1567567142.24846
399,288,328,27,100,0,1567567142.44838
421,274,327,28,100,0,1567567142.64783
399,275,329,27,100,0,1567567142.74842
383,267,328,27,100,0,1567567142.84801
387,273,329,26,100,0,1567567142.94785
388,284,327,27,100,0,1567567143.04768
423,278,327,27,100,0,1567567143.14847
382,276,328,28,100,0,1567567143.25909
383,276,328,25,100,0,1567567143.44809
400,267,328,26,100,0,1567567143.54771
399,266,330,27,100,0,1567567143.64798
390,276,327,27,100,0,1567567143.74826
424,274,325,27,100,0,1567567143.84843
395,259,328,27,100,0,1567567143.94776
382,275,329,27,100,0,1567567144.04760
385,276,330,27,100,0,1567567144.14796
379,237,329,26,100,0,1567567144.24848
360,251,331,27,100,0,1567567144.34784
373,269,329,27,100,0,1567567144.44814
392,261,329,26,100,0,1567567144.64777
378,271,327,27,100,0,1567567144.74838
395,238,328,26,100,0,1567567144.94826
377,265,329,28,100,0,1567567145.04757
386,282,327,26,100,0,1567567145.14835
398,274,327,27,100,0,1567567145.24864
404,268,329,27,100,0,1567567145.34792
389,247,328,27,100,0,1567567145.54797
378,254,327,26,100,0,1567567145.64787
388,273,330,26,100,0,1567567145.74837
393,285,327,27,100,0,1567567145.84790
393,264,327,26,100,0,1567567145.94864
372,258,329,27,100,0,1567567146.04841
373,254,329,26,100,0,1567567146.14860
368,266,330,26,100,0,1567567146.24788
382,265,328,26,100,0,1567567146.34803
392,268,330,26,100,0,1567567146.44803
396,263,326,27,100,0,1567567146.54824
407,273,329,26,100,0,1567567146.64778
377,261,329,26,100,0,1567567146.84790
372,261,329,27,100,0,1567567146.94807
363,257,329,26,100,0,1567567147.04759
382,259,327,25,100,0,1567567147.14816
399,267,329,26,100,0,1567567147.24857
378,271,329,26,100,0,1567567147.34936
369,258,329,26,100,0,1567567147.44820
388,262,328,26,100,0,1567567147.54849
404,275,328,26,100,0,1567567147.64812
378,261,328,26,100,0,1567567147.74805
373,264,329,25,100,0,1567567147.84775
411,263,328,26,100,0,1567567147.94809
395,263,329,26,100,0,1567567148.04858
364,272,330,26,100,0,1567567148.14798
414,264,329,25,100,0,1567567148.24871
393,264,328,26,100,0,1567567148.34829
367,266,328,26,100,0,1567567148.44860
397,265,327,25,100,0,1567567148.54832
395,279,328,26,100,0,1567567148.64861
386,281,328,26,100,0,1567567148.74863
411,274,327,26,100,0,1567567148.84768
414,281,328,25,100,0,1567567148.94830
384,275,330,26,100,0,1567567149.04847
416,272,329,25,100,0,1567567149.14823
403,279,328,26,100,0,1567567149.24829
389,273,328,26,100,0,1567567149.34815
385,275,329,26,100,0,1567567149.64758
394,268,329,25,100,0,1567567149.74858
378,271,328,26,100,0,1567567149.94805
379,269,328,25,100,0,1567567150.04863
391,271,328,26,100,0,1567567150.14767
375,278,329,26,100,0,1567567150.24838
387,267,329,26,100,0,1567567150.34777
394,262,327,25,100,0,1567567150.44849
380,275,329,26,100,0,1567567150.54829
372,264,330,26,100,0,1567567150.64834
391,265,329,25,100,0,1567567150.94781
400,264,329,26,100,0,1567567151.04839
359,259,327,25,100,0,1567567151.14772
392,265,328,25,100,0,1567567151.24848
398,267,328,25,100,0,1567567151.44824
386,263,328,26,100,0,1567567151.54821
332,213,331,25,100,0,1567567151.84872
368,157,329,25,100,0,1567567152.05054
319,161,332,25,100,0,1567567152.14848
324,161,331,24,100,0,1567567152.24770
342,161,331,24,100,0,1567567152.44780
333,161,330,25,100,0,1567567152.74785
346,161,330,24,100,0,1567567152.84849
342,161,330,24,100,0,1567567153.14801
340,161,331,24,100,0,1567567153.24816
355,161,330,23,100,0,1567567153.34846
344,161,331,24,100,0,1567567153.44959
343,162,329,22,100,0,1567567153.74781
337,161,330,22,100,0,1567567154.04821
322,161,331,22,100,0,1567567154.24958
323,161,330,22,100,0,1567567154.34785
323,161,331,21,100,0,1567567154.44835
327,161,331,21,100,0,1567567154.54911
319,161,332,21,100,0,1567567154.64771
329,164,330,21,100,0,1567567154.74813
340,161,330,21,100,0,1567567155.04843
337,155,330,20,100,0,1567567155.24845
342,161,330,19,100,0,1567567155.34806
321,161,331,19,100,0,1567567155.44862
322,161,331,18,100,0,1567567155.64778
336,162,330,18,100,0,1567567155.74775
338,161,330,18,100,0,1567567155.94810
325,161,331,17,100,0,1567567156.04836
339,161,330,17,100,0,1567567156.14857
340,161,330,16,100,0,1567567156.34820
339,161,330,16,100,0,1567567156.44767
346,161,332,15,100,0,1567567156.54782
342,161,330,14,100,0,1567567157.04843
337,161,330,14,100,0,1567567157.14984
336,161,330,13,100,0,1567567157.24990
329,161,331,13,100,0,1567567157.34814
336,161,331,12,100,0,1567567157.44773
325,161,331,12,100,0,1567567157.54787
335,163,330,12,100,0,1567567157.64787
335,161,330,10,100,0,1567567158.04843
329,159,330,10,100,0,1567567158.14844
335,161,331,9,100,0,1567567158.24810
328,161,331,9,100,0,1567567158.34800
335,161,332,9,100,0,1567567158.44783
337,161,331,8,100,0,1567567158.94761
334,161,334,7,100,0,1567567159.04843
335,161,331,8,100,0,1567567159.14795
335,161,332,8,100,0,1567567159.24810
330,161,331,7,100,0,1567567159.34777
335,161,331,7,100,0,1567567159.44813
334,165,331,7,100,0,1567567159.54805
333,192,332,6,100,0,1567567159.64756
333,191,329,7,100,0,1567567159.74786
334,189,330,6,100,0,1567567159.84836
331,215,331,7,100,0,1567567159.94811
336,214,330,5,100,0,1567567160.14833
334,221,330,6,100,0,1567567160.24802
341,225,331,7,100,0,1567567160.34827
338,226,331,5,100,0,1567567160.44808
336,251,331,6,100,0,1567567160.54833
340,259,331,6,100,0,1567567160.64792
343,257,331,5,100,0,1567567160.74847
356,316,330,6,100,0,1567567160.85878
354,316,331,5,100,0,1567567161.14865
353,326,330,5,100,0,1567567161.34770
356,335,331,6,100,0,1567567161.44814
356,333,330,6,100,0,1567567161.54842
364,353,332,5,100,0,1567567161.64862
363,374,327,6,100,0,1567567161.74785
366,377,328,5,100,0,1567567161.84851
368,372,328,6,100,0,1567567161.94856
374,384,329,6,100,0,1567567162.04810
369,396,329,6,100,0,1567567162.14775
376,414,329,6,100,0,1567567162.24827
381,436,329,6,100,0,1567567162.44828
388,444,328,7,100,0,1567567162.54852
387,437,329,6,100,0,1567567162.64844
378,415,324,6,100,0,1567567162.84803
373,375,330,7,100,0,1567567163.04777
381,375,329,7,100,0,1567567163.14778
374,362,329,7,100,0,1567567163.24866
365,355,329,7,100,0,1567567163.34781
365,355,329,8,100,0,1567567163.44816
372,344,331,8,100,0,1567567163.64862
367,315,329,7,100,0,1567567163.74809
356,281,330,7,100,0,1567567163.84841
347,265,329,8,100,0,1567567163.94828
345,264,331,7,100,0,1567567164.04768
339,193,331,8,100,0,1567567164.14849
336,161,332,7,100,0,1567567164.24835
332,161,331,7,100,0,1567567164.34850
330,157,331,7,100,0,1567567164.84846
333,162,330,7,100,0,1567567164.94845
330,161,330,7,100,0,1567567165.04847
332,161,333,6,100,0,1567567165.14784
331,161,332,6,100,0,1567567165.24957
329,161,331,7,100,0,1567567165.34776
332,161,331,5,100,0,1567567165.74786
330,159,332,4,100,0,1567567165.84819
331,161,330,4,100,0,1567567165.94761
330,161,331,3,100,0,1567567166.04839
330,161,332,3,100,0,1567567166.14837
330,161,331,3,100,0,1567567166.24789
329,161,331,2,100,0,1567567166.54809
328,161,330,0,100,0,1567567166.65161
328,161,330,0,100,0,1567567166.94790
328,161,331,0,0,0,1567567167.04760
328,161,331,0,0,0,1567567167.24795
329,161,331,1,0,0,1567567167.44789
329,161,331,0,0,0,1567567167.54831
329,161,331,0,0,0,1567567167.64776
329,161,331,0,0,0,1567567167.84852
330,161,331,0,0,0,1567567167.94968
330,161,331,0,0,0,1567567168.04760
330,161,330,0,0,0,1567567168.14860
330,161,331,0,0,0,1567567168.24803
330,161,331,0,0,0,1567567168.34871
330,161,331,0,0,0,1567567168.44759
330,161,330,0,0,0,1567567168.54814
330,161,331,0,0,100,1567567168.64799
329,161,331,0,0,100,1567567168.74851
329,161,332,0,0,100,1567567168.94819
328,161,331,0,0,100,1567567169.04777
328,161,330,0,0,100,1567567169.14903
328,161,332,0,0,100,1567567169.24780
328,161,332,0,0,100,1567567169.34786
328,161,325,0,0,100,1567567169.44808
329,161,331,0,0,100,1567567169.64790
329,161,330,0,0,100,1567567169.74770
331,161,330,0,0,100,1567567169.84776
332,161,331,0,0,100,1567567169.94784
333,161,330,0,0,100,1567567170.14864
332,161,330,0,0,100,1567567170.34797
333,161,332,0,0,100,1567567170.54786
332,161,331,0,0,100,1567567170.94868
332,161,330,0,0,100,1567567171.05003
332,161,331,0,0,100,1567567171.14850
332,185,331,0,0,100,1567567171.24751
335,378,331,0,0,100,1567567171.44827
337,417,330,0,0,100,1567567171.64827
340,423,329,0,0,100,1567567171.74807
339,422,331,1,0,100,1567567171.84801
339,412,333,0,0,100,1567567171.94835
340,411,331,1,0,100,1567567172.04857
341,415,330,1,0,100,1567567172.14757
345,419,330,0,0,100,1567567172.24792
343,421,328,1,0,100,1567567172.34852
343,415,330,1,0,100,1567567172.44857
344,432,330,1,0,100,1567567172.54855
349,449,329,2,0,100,1567567172.64784
346,436,331,1,0,100,1567567172.74861
346,431,330,1,0,100,1567567172.84837
344,434,330,2,0,100,1567567172.94827
346,434,330,1,0,100,1567567173.04776
349,446,331,2,0,100,1567567173.14815
349,441,329,2,0,100,1567567173.24759
346,427,330,2,0,100,1567567173.34802
345,414,332,2,0,100,1567567173.44856
345,377,331,2,0,100,1567567173.54787
344,358,331,3,0,100,1567567173.64827
344,356,331,2,0,100,1567567173.74841
344,362,332,2,0,100,1567567173.84831
344,354,331,3,0,100,1567567173.94848
343,352,330,2,0,100,1567567174.04775
342,352,331,3,0,100,1567567174.14810
343,352,330,3,0,100,1567567174.24827
343,348,330,2,0,100,1567567174.34883
343,349,332,3,0,100,1567567174.44885
342,348,330,3,0,100,1567567174.54820
341,345,331,2,0,100,1567567174.64854
341,346,331,3,0,100,1567567174.74784
343,344,332,3,0,100,1567567174.84870
343,344,331,3,0,100,1567567174.94819
343,345,331,2,0,100,1567567175.04831
344,345,330,3,0,100,1567567175.14846
344,339,329,3,0,100,1567567175.24827
343,345,330,3,0,100,1567567175.34815
343,335,331,3,0,100,1567567175.44828
339,235,329,3,0,100,1567567175.54827
331,161,332,3,0,100,1567567175.64802
331,162,331,3,0,100,1567567175.74760
332,157,330,2,0,100,1567567176.14869
332,161,332,3,0,100,1567567176.24865
332,161,330,3,0,100,1567567176.34856
333,161,331,3,0,100,1567567176.44838
332,161,330,2,0,100,1567567176.54813
333,169,329,2,0,100,1567567176.64855
331,161,330,2,0,100,1567567177.04785
329,161,331,0,0,100,1567567177.34887
330,161,332,1,0,0,1567567177.44842
330,161,331,0,0,0,1567567177.74792
331,161,331,0,0,0,1567567177.84770
329,161,331,0,0,0,1567567177.94816
329,161,331,0,0,0,1567567178.14833
330,161,332,0,0,0,1567567178.34820
330,161,331,0,0,0,1567567178.64983
331,161,331,0,0,0,1567567178.74772
330,161,331,0,100,0,1567567178.84809
330,161,331,0,100,0,1567567178.94845
330,161,331,0,100,0,1567567179.04863
330,161,332,0,100,0,1567567179.14804
330,161,330,0,100,0,1567567179.24847
330,161,331,0,100,0,1567567179.44788
330,163,331,0,100,0,1567567179.54759
332,254,333,0,100,0,1567567179.64794
334,341,332,0,100,0,1567567179.84795
336,361,331,1,100,0,1567567179.94809
339,369,329,0,100,0,1567567180.04809
340,391,332,1,100,0,1567567180.14825
344,389,331,0,100,0,1567567180.24855
346,418,331,2,100,0,1567567180.54788
346,424,330,1,100,0,1567567180.64829
349,426,330,2,100,0,1567567180.84834
350,432,331,1,100,0,1567567180.94761
353,424,331,2,100,0,1567567181.14803
355,433,330,3,100,0,1567567181.24831
358,433,331,3,100,0,1567567181.54778
361,446,330,3,100,0,1567567181.64827
363,452,329,4,100,0,1567567181.74850
367,455,330,4,100,0,1567567181.84873
366,456,330,4,100,0,1567567181.94778
373,454,329,4,100,0,1567567182.04838
372,447,329,5,100,0,1567567182.24786
374,444,328,5,100,0,1567567182.44789
385,448,329,6,100,0,1567567182.54835
377,442,330,6,100,0,1567567182.64855
380,444,330,6,100,0,1567567182.74859
387,449,329,6,100,0,1567567182.84789
389,456,329,7,100,0,1567567182.94815
389,485,328,6,100,0,1567567183.04778
409,494,328,7,100,0,1567567183.24865
413,484,327,8,100,0,1567567183.34839
405,494,327,8,100,0,1567567183.44785
413,518,328,8,100,0,1567567183.54786
457,573,326,9,100,0,1567567183.64783
457,564,325,9,100,0,1567567183.74780
448,555,325,10,100,0,1567567183.84795
448,564,324,10,100,0,1567567183.94858
467,553,326,10,100,0,1567567184.04825
444,537,328,11,100,0,1567567184.24785
455,538,326,11,100,0,1567567184.34812
481,563,324,13,100,0,1567567184.54788
496,559,325,12,100,0,1567567184.64808
487,558,326,13,100,0,1567567184.74772
515,556,324,14,100,0,1567567184.84851
498,553,324,14,100,0,1567567184.94783
541,548,323,14,100,0,1567567185.04787
512,559,325,15,100,0,1567567185.14840
519,564,320,15,100,0,1567567185.24791
521,555,322,16,100,0,1567567185.34861
510,559,324,16,100,0,1567567185.44820
534,576,323,17,100,0,1567567185.54977
521,562,325,17,100,0,1567567185.64774
537,553,324,17,100,0,1567567185.74802
542,565,321,18,100,0,1567567185.84846
541,561,323,19,100,0,1567567185.94852
564,564,320,19,100,0,1567567186.04815
594,571,319,19,100,0,1567567186.14780
572,578,321,19,100,0,1567567186.24768
580,585,320,20,100,0,1567567186.34786
661,586,316,20,100,0,1567567186.44779
644,575,316,21,100,0,1567567186.54826
622,597,316,22,100,0,1567567186.84806
656,597,315,24,100,0,1567567187.04778
720,611,316,23,100,0,1567567187.14810
699,632,315,24,100,0,1567567187.24844
711,619,316,25,100,0,1567567187.34784
707,611,317,25,100,0,1567567187.44796
694,615,313,25,100,0,1567567187.54795
686,591,316,26,100,0,1567567187.74825
683,592,317,28,100,0,1567567188.04801
656,583,317,28,100,0,1567567188.14789
683,597,318,28,100,0,1567567188.24851
664,586,316,29,100,0,1567567188.34794
655,577,318,28,100,0,1567567188.44755
638,561,318,30,100,0,1567567188.64926
619,564,318,30,100,0,1567567188.74769
643,569,317,30,100,0,1567567188.84787
643,563,317,31,100,0,1567567188.94807
634,557,317,31,100,0,1567567189.04787
621,558,314,31,100,0,1567567189.14841
610,566,316,31,100,0,1567567189.24848
631,553,318,32,100,0,1567567189.34808
620,537,318,33,100,0,1567567189.54781
587,548,318,32,100,0,1567567189.64841
602,537,311,33,100,0,1567567189.74786
597,521,320,33,100,0,1567567189.84826
587,523,319,33,100,0,1567567189.94908
605,532,321,33,100,0,1567567190.04779
600,522,318,33,100,0,1567567190.14845
586,529,320,35,100,0,1567567190.24856
582,534,318,34,100,0,1567567190.34804
635,575,316,34,100,0,1567567190.54785
639,543,314,35,100,0,1567567190.64834
608,534,320,35,100,0,1567567190.74839
610,538,319,36,100,0,1567567191.04780
605,541,318,37,100,0,1567567191.14841
611,553,318,37,100,0,1567567191.24824
622,555,318,37,100,0,1567567191.34778
646,578,318,37,100,0,1567567191.44856
668,588,317,37,100,0,1567567191.54781
664,595,317,37,100,0,1567567191.64826
698,599,315,38,100,0,1567567191.94801
633,543,317,38,100,0,1567567192.04856
592,534,319,38,100,0,1567567192.14844
595,589,318,38,100,0,1567567192.24792
665,581,317,40,100,0,1567567192.34831
633,567,317,38,100,0,1567567192.54826
622,581,318,40,100,0,1567567192.64830
662,571,319,39,100,0,1567567192.74943
628,563,318,39,100,0,1567567192.84784
615,553,317,40,100,0,1567567192.94819
713,583,315,40,100,0,1567567193.14791
735,614,315,41,100,0,1567567193.54770
734,617,313,41,100,0,1567567193.74815
733,641,315,42,100,0,1567567193.84778
735,653,314,41,100,0,1567567193.94758
650,657,312,43,100,0,1567567194.04852
676,675,315,43,100,0,1567567194.14875
691,684,315,42,100,0,1567567194.24773
694,685,315,42,100,0,1567567194.34819
731,718,314,43,100,0,1567567194.44786
720,717,312,43,100,0,1567567194.74854
717,719,316,44,100,0,1567567194.84796
730,718,311,43,100,0,1567567194.94847
703,727,314,44,100,0,1567567195.14786
713,725,315,44,100,0,1567567195.24846
680,737,313,45,100,0,1567567195.34793
711,762,314,45,100,0,1567567195.44782
683,761,314,45,100,0,1567567195.54856
694,752,316,45,100,0,1567567195.64807
703,758,314,45,100,0,1567567195.74796
703,759,313,46,100,0,1567567195.84859
648,754,313,46,100,0,1567567195.94812
658,737,315,45,100,0,1567567196.04769
702,749,320,46,100,0,1567567196.14755
669,749,313,46,100,0,1567567196.24756
721,739,314,46,100,0,1567567196.34838
704,742,313,47,100,0,1567567196.44852
689,746,317,46,100,0,1567567196.54777
698,747,317,47,100,0,1567567196.64756
671,747,313,47,100,0,1567567196.74779
745,735,316,47,100,0,1567567196.84793
700,736,314,47,100,0,1567567196.94758
720,745,318,47,100,0,1567567197.04818
721,742,314,48,100,0,1567567197.14761
657,742,314,47,100,0,1567567197.24845
639,742,314,48,100,0,1567567197.34774
629,743,315,48,100,0,1567567197.54835
697,747,312,50,100,0,1567567197.64842
713,746,316,48,100,0,1567567197.74758
604,744,318,48,100,0,1567567197.84859
705,739,316,49,100,0,1567567197.94790
728,742,316,50,100,0,1567567198.04879
678,746,309,50,100,0,1567567198.14818
635,744,314,49,100,0,1567567198.24857
631,737,316,49,100,0,1567567198.34858
610,743,318,50,100,0,1567567198.44761
594,745,319,49,100,0,1567567198.54831
575,747,319,49,100,0,1567567198.74840
562,743,320,49,100,0,1567567198.84822
548,743,321,50,100,0,1567567198.94759
506,741,322,49,100,0,1567567199.04839
469,738,315,50,100,0,1567567199.14849
463,749,321,49,100,0,1567567199.24797
479,757,320,50,100,0,1567567199.34774
481,758,321,49,100,0,1567567199.44781
437,749,322,50,100,0,1567567199.54832
463,756,325,49,100,0,1567567199.64786
436,755,325,50,100,0,1567567199.74831
422,751,325,50,100,0,1567567199.84795
412,752,325,50,100,0,1567567199.94851
423,756,325,50,100,0,1567567200.04771
425,754,324,50,100,0,1567567200.24794
421,759,326,50,100,0,1567567200.34859
414,752,326,50,100,0,1567567200.44822
397,751,325,50,100,0,1567567200.54847
403,756,326,50,100,0,1567567200.64788
413,756,327,49,100,0,1567567200.74752
401,751,325,50,100,0,1567567200.84808
398,755,326,50,100,0,1567567200.94772
384,755,327,50,100,0,1567567201.04859
383,755,327,50,100,0,1567567201.14876
384,751,326,50,100,0,1567567201.34856
370,756,327,49,100,0,1567567201.44790
375,752,329,50,100,0,1567567201.54780
373,756,327,49,100,0,1567567201.64954
368,748,329,50,100,0,1567567201.74761
364,749,328,49,100,0,1567567201.84822
349,755,328,50,100,0,1567567201.94788
361,741,327,49,100,0,1567567202.04773
361,752,327,49,100,0,1567567202.14809
357,754,328,50,100,0,1567567202.24784
360,747,327,50,100,0,1567567202.35597
354,745,328,49,100,0,1567567202.44790
364,744,328,49,100,0,1567567202.54799
362,752,329,49,100,0,1567567202.64857
363,751,327,50,100,0,1567567202.74809
364,753,329,49,100,0,1567567202.84750
368,749,326,49,100,0,1567567202.94781
365,751,327,49,100,0,1567567203.04760
364,753,328,49,100,0,1567567203.14789
364,749,330,49,100,0,1567567203.24789
361,742,328,49,100,0,1567567203.34800
360,753,327,49,100,0,1567567203.44770
350,754,328,49,100,0,1567567203.54777
366,744,328,49,100,0,1567567203.64866
356,754,328,49,100,0,1567567203.74780
350,757,329,48,100,0,1567567203.84843
365,753,331,50,100,0,1567567203.94782
364,749,328,48,100,0,1567567204.04795
346,753,328,48,100,0,1567567204.14859
369,754,328,49,100,0,1567567204.24776
370,755,328,49,100,0,1567567204.34788
362,757,330,48,100,0,1567567204.44775
350,752,329,49,100,0,1567567204.54865
368,758,328,49,100,0,1567567204.64797
367,761,328,48,100,0,1567567204.74889
362,756,328,48,100,0,1567567204.84794
364,757,328,49,100,0,1567567204.94805
352,759,328,48,100,0,1567567205.04797
364,757,328,48,100,0,1567567205.14774
361,756,329,48,100,0,1567567205.24821
371,756,327,49,100,0,1567567205.34752
361,754,328,48,100,0,1567567205.44797
360,757,328,48,100,0,1567567205.54884
367,751,330,49,100,0,1567567205.64939
365,756,329,47,100,0,1567567205.74816
360,757,329,48,100,0,1567567205.84770
350,756,328,48,100,0,1567567205.94856
370,755,328,49,100,0,1567567206.04773
370,753,327,48,100,0,1567567206.14776
375,758,328,47,100,0,1567567206.24761
367,756,328,48,100,0,1567567206.34792
359,755,328,49,100,0,1567567206.44811
360,756,329,48,100,0,1567567206.54760
369,756,329,47,100,0,1567567206.64817
385,756,327,48,100,0,1567567206.74803
372,757,327,48,100,0,1567567206.84839
366,759,327,48,100,0,1567567206.94894
371,753,327,48,100,0,1567567207.04838
386,752,327,47,100,0,1567567207.14757
372,755,328,48,100,0,1567567207.34759
390,757,327,47,100,0,1567567207.44836
399,751,326,48,100,0,1567567207.54836
404,756,325,47,100,0,1567567207.64851
411,755,327,48,100,0,1567567207.74757
402,755,326,47,100,0,1567567207.84756
388,754,327,47,100,0,1567567207.94811
391,756,327,48,100,0,1567567208.04810
423,752,325,47,100,0,1567567208.14800
421,758,326,47,100,0,1567567208.24819
414,757,327,48,100,0,1567567208.34854
408,752,326,47,100,0,1567567208.44793
423,757,325,47,100,0,1567567208.54823
410,762,326,49,100,0,1567567208.64773
403,754,327,47,100,0,1567567208.74811
411,755,325,48,100,0,1567567208.84821
424,757,325,47,100,0,1567567208.94824
417,755,326,48,100,0,1567567209.04841
423,756,327,47,100,0,1567567209.14754
418,753,326,47,100,0,1567567209.24808
410,755,325,48,100,0,1567567209.34756
419,754,326,47,100,0,1567567209.44805
447,754,326,47,100,0,1567567209.54842
433,756,325,48,100,0,1567567209.64837
397,752,326,47,100,0,1567567209.74850
449,752,325,48,100,0,1567567209.94760
438,756,325,47,100,0,1567567210.05690
439,752,325,52,100,0,1567567210.14825
448,752,325,44,100,0,1567567210.24835
438,758,326,47,100,0,1567567210.34846
416,754,324,48,100,0,1567567210.44822
414,751,326,47,100,0,1567567210.54822
443,756,325,48,100,0,1567567210.64794
418,751,326,47,100,0,1567567210.74845
419,756,327,48,100,0,1567567210.84834
419,753,325,48,100,0,1567567210.94761
420,754,325,48,100,0,1567567211.04758
419,751,325,48,100,0,1567567211.14846
421,749,325,48,100,0,1567567211.24832
422,755,326,47,100,0,1567567211.34756
418,752,325,48,100,0,1567567211.44790
428,747,325,48,100,0,1567567211.64857
426,751,326,47,100,0,1567567211.74831
417,755,326,48,100,0,1567567211.84831
428,751,325,48,100,0,1567567211.94794
431,751,326,47,100,0,1567567212.04844
436,756,325,49,100,0,1567567212.14759
438,752,326,48,100,0,1567567212.24843
442,756,326,48,100,0,1567567212.34836
432,751,327,47,100,0,1567567212.44834
448,749,326,48,100,0,1567567212.54800
450,753,325,47,100,0,1567567212.64777
447,754,325,48,100,0,1567567212.74827
432,747,326,48,100,0,1567567212.84857
429,754,325,48,100,0,1567567212.94844
435,754,326,47,100,0,1567567213.04859
443,755,325,47,100,0,1567567213.24798
439,751,325,48,100,0,1567567213.34856
427,754,325,48,100,0,1567567213.44813
435,755,318,48,100,0,1567567213.54812
433,754,326,48,100,0,1567567213.74752
421,752,325,48,100,0,1567567213.84788
440,751,325,48,100,0,1567567213.94838
437,755,326,48,100,0,1567567214.04757
439,753,326,47,100,0,1567567214.14846
460,747,326,48,100,0,1567567214.24795
459,754,323,48,100,0,1567567214.34775
448,753,325,47,100,0,1567567214.45085
465,745,324,48,100,0,1567567214.54790
478,756,323,48,100,0,1567567214.64774
474,748,324,47,100,0,1567567214.74843
462,751,323,47,100,0,1567567214.94837
470,749,326,48,100,0,1567567215.04817
484,746,322,47,100,0,1567567215.24774
459,751,325,48,100,0,1567567215.44820
466,746,324,48,100,0,1567567215.54839
475,748,324,48,100,0,1567567215.64784
495,752,323,48,100,0,1567567215.74821
473,748,323,48,100,0,1567567215.84761
484,751,318,47,100,0,1567567215.94825
487,751,323,48,100,0,1567567216.04831
480,751,325,48,100,0,1567567216.14830
475,746,325,48,100,0,1567567216.24799
477,758,323,48,100,0,1567567216.34810
490,742,324,48,100,0,1567567216.44842
485,753,324,47,100,0,1567567216.54851
477,747,323,48,100,0,1567567216.74825
475,748,323,48,100,0,1567567216.94818
482,745,324,48,100,0,1567567217.04802
471,746,323,48,100,0,1567567217.24837
474,746,324,48,100,0,1567567217.54799
463,746,323,48,100,0,1567567217.64776
463,739,325,48,100,0,1567567217.74838
469,737,324,48,100,0,1567567217.84778
464,741,325,48,100,0,1567567217.94780
454,743,325,48,100,0,1567567218.04756
446,742,325,48,100,0,1567567218.14793
463,746,325,49,100,0,1567567218.24825
457,743,322,48,100,0,1567567218.34760
454,735,325,49,100,0,1567567218.44821
450,741,325,48,100,0,1567567218.54758
449,743,324,48,100,0,1567567218.64820
450,739,325,49,100,0,1567567218.74780
446,745,325,48,100,0,1567567218.84756
444,745,325,48,100,0,1567567218.94920
