Y,X,C
4.042222421,-2.77309636,3
4.03953044,-4.524885427,3
4.03953044,-4.270421141,3
4.035043805,4.555466129,3
4.026070535,-5.944545046,3
4.026070535,-5.78383076,3
4.026070535,-5.623116475,3
4.026070535,-5.462402189,3
4.026070535,-5.301687903,3
4.026070535,-5.140973617,3
4.026070535,-4.980259332,3
4.026070535,-4.819545046,3
4.026070535,-3.25258076,3
4.026070535,-1.65883076,3
4.026070535,-0.53383076,3
4.026070535,-0.373116475,3
4.026070535,-0.212402189,3
4.026070535,0.269740668,3
4.026070535,0.430454954,3
4.026070535,0.59116924,3
4.026070535,1.05991924,3
4.026070535,1.71616924,3
4.026070535,2.024204954,3
4.026070535,2.348312097,3
4.026070535,4.823312097,3
4.026070535,4.984026383,3
4.026070535,5.144740668,3
4.026070535,5.305454954,3
4.026070535,5.46616924,3
4.026070535,5.626883525,3
4.026070535,5.787597811,3
4.026070535,5.948312097,3
4.020686573,-2.312408894,3
4.019340582,1.220625144,3
4.017097264,-1.015984792,3
4.017097264,3.055443779,2
4.012610629,-1.511526094,3
4.008123994,-4.123138824,3
4.008123994,-1.176710252,3
4.008123994,2.198289748,3
4.008123994,3.376861176,3
4.008123994,4.019718319,3
4.008123994,4.180432605,3
4.008123994,4.34114689,3
4.005880677,-3.091891618,3
4.005880677,2.667036954,3
3.999150724,-4.645471427,3
3.999150724,-2.94457857,3
3.999150724,-2.489221427,3
3.999150724,-2.19457857,3
3.999150724,-1.980292856,3
3.999150724,-1.846364284,3
3.999150724,-1.337435713,3
3.999150724,-0.855292856,3
3.999150724,-0.721364284,3
3.999150724,-0.051721427,3
3.999150724,0.108992859,3
3.999150724,0.751850001,3
3.999150724,0.912564287,3
3.999150724,1.394707144,3
3.999150724,1.876850001,3
3.999150724,2.787564287,3
3.999150724,3.216135716,3
3.990177454,-3.962446888,3
3.990177454,2.51969597,3
3.985690819,1.528618954,3
3.981204184,-2.623172348,3
3.978960866,3.015217716,3
3.972230914,-4.471397808,2
3.972230914,3.858959335,3
3.965500961,-3.038370475,2
3.958771008,-3.413378856,3
3.945311103,4.501782953,2
3.945311103,4.673211525,3
3.936337833,3.69820035,3
3.931851198,-3.574126666,3
3.900444752,3.537441366,3
3.891471482,-3.319712666,3
3.891471482,-2.837569809,2
3.891471482,-2.676855523,2
3.891471482,-2.516141238,2
3.891471482,-2.355426952,2
3.891471482,-2.194712666,2
3.891471482,-2.03399838,2
3.891471482,-1.873284095,2
3.891471482,-1.712569809,2
3.891471482,-1.551855523,2
3.891471482,-1.391141238,2
3.891471482,-1.230426952,2
3.891471482,-1.069712666,2
3.891471482,-0.90899838,2
3.891471482,-0.748284095,2
3.891471482,-0.587569809,2
3.891471482,-0.426855523,2
3.891471482,-0.266141238,2
3.891471482,-0.105426952,2
3.891471482,0.055287334,2
3.891471482,0.21600162,2
3.891471482,0.376715905,2
3.891471482,0.537430191,2
3.891471482,0.698144477,2
3.891471482,0.858858762,2
3.891471482,1.019573048,2
3.891471482,1.180287334,2
3.891471482,1.34100162,2
3.891471482,1.501715905,2
3.891471482,1.662430191,2
3.891471482,1.823144477,2
3.891471482,1.983858762,2
3.891471482,2.144573048,2
3.891471482,2.305287334,2
3.891471482,2.46600162,2
3.891471482,2.626715905,2
3.891471482,2.787430191,2
3.891471482,2.948144477,2
3.891471482,3.21600162,2
3.882498212,-3.212580984,2
3.878011577,-4.391158,3
3.878011577,-3.734908,3
3.864551672,-5.94474619,3
3.864551672,-5.784031905,3
3.864551672,-5.623317619,3
3.864551672,-5.462603333,3
3.864551672,-5.301889047,3
3.864551672,-5.141174762,3
3.864551672,-4.980460476,3
3.864551672,-4.81974619,3
3.864551672,4.823110953,3
3.864551672,4.983825238,3
3.864551672,5.144539524,3
3.864551672,5.30525381,3
3.864551672,5.465968095,3
3.864551672,5.626682381,3
3.864551672,5.787396667,3
3.864551672,5.948110953,3
3.855578402,3.376671206,3
3.853510633,0.867514879,1
3.851091766,-3.895655809,3
3.851091766,-2.998334381,2
3.846605131,-4.230482825,3
3.846605131,-4.06976854,3
3.846605131,4.019517175,3
3.846605131,4.18023146,3
3.846605131,4.340945746,3
3.837631861,-4.694779714,3
3.837631861,-4.605494,2
3.837425004,-0.830926254,1
3.810712051,-3.45374181,3
3.810712051,3.055186762,2
3.810712051,3.162329619,3
3.810712051,3.85875819,3
3.810712051,4.501615333,3
3.810712051,4.635543905,2
3.77481897,3.697999206,3
3.757882305,-0.778705755,1
3.75687243,-2.944880286,3
3.75687243,-2.784166001,3
3.75687243,-2.623451715,3
3.75687243,-2.462737429,3
3.75687243,-2.302023144,3
3.75687243,-2.141308858,3
3.75687243,-1.980594572,3
3.75687243,-1.819880286,3
3.75687243,-1.659166001,3
3.75687243,-1.498451715,3
3.75687243,-1.337737429,3
3.75687243,-1.177023144,3
3.75687243,-1.016308858,3
3.75687243,-0.855594572,3
3.75687243,-0.694880286,3
3.75687243,-0.534166001,3
3.75687243,-0.373451715,3
3.75687243,-0.212737429,3
3.75687243,-0.052023144,3
3.75687243,0.108691142,3
3.75687243,0.269405428,3
3.75687243,0.430119714,3
3.75687243,0.590833999,3
3.75687243,0.751548285,3
3.75687243,0.912262571,3
3.75687243,1.072976856,3
3.75687243,1.233691142,3
3.75687243,1.394405428,3
3.75687243,1.555119714,3
3.75687243,1.715833999,3
3.75687243,1.876548285,3
3.75687243,2.037262571,3
3.75687243,2.197976856,3
3.75687243,2.358691142,3
3.75687243,2.519405428,3
3.75687243,2.680119714,3
3.75687243,2.840833999,3
3.75687243,2.974762571,3
3.756022865,0.828481604,1
3.73892589,-3.587759779,3
3.735336581,-3.148478534,3
3.729952619,-3.373485239,2
3.729952619,3.376514761,2
3.729952619,3.52383619,3
3.712006079,-4.81993616,3
3.712006079,4.822920983,3
3.703032809,-5.944947335,3
3.703032809,-5.784233049,3
3.703032809,-5.623518763,3
3.703032809,-5.462804477,3
3.703032809,-5.302090192,3
3.703032809,-5.141375906,3
3.703032809,-4.98066162,3
3.703032809,-4.541375906,3
3.703032809,4.983624094,3
3.703032809,5.14433838,3
3.703032809,5.305052665,3
3.703032809,5.465766951,3
3.703032809,5.626481237,3
3.703032809,5.787195523,3
3.703032809,5.947909808,3
3.685086269,-4.391398255,3
3.685086269,-4.23068397,3
3.685086269,-4.069969684,3
3.685086269,-3.748541112,3
3.685086269,4.01931603,3
3.685086269,4.180030316,3
3.685086269,4.340744602,3
3.685086269,4.662173173,3
3.677926397,-0.864211423,1
3.677926397,0.895516627,1
3.674207518,-0.771106167,1
3.649193188,-4.73965724,2
3.649193188,-3.909300097,3
3.649193188,-3.05215724,2
3.649193188,3.054985617,2
3.649193188,3.162128475,3
3.649193188,3.32284276,3
3.649193188,3.858557046,3
3.649193188,4.501414189,3
3.632370124,0.786103196,1
3.622273377,4.769237808,2
3.595353567,-3.516510002,3
3.595353567,-3.309367145,3
3.595353567,-2.945081431,3
3.595353567,-2.784367145,3
3.595353567,-2.623652859,3
3.595353567,-2.462938574,3
3.595353567,-2.302224288,3
3.595353567,-2.141510002,3
3.595353567,-1.980795716,3
3.595353567,-1.820081431,3
3.595353567,-1.659367145,3
3.595353567,-1.498652859,3
3.595353567,-1.337938574,3
3.595353567,-1.177224288,3
3.595353567,-1.016510002,3
3.595353567,-0.855795716,3
3.595353567,-0.695081431,3
3.595353567,-0.534367145,3
3.595353567,-0.373652859,3
3.595353567,-0.212938574,3
3.595353567,-0.052224288,3
3.595353567,0.108489998,3
3.595353567,0.269204284,3
3.595353567,0.429918569,3
3.595353567,0.590632855,3
3.595353567,0.751347141,3
3.595353567,0.912061426,3
3.595353567,1.072775712,3
3.595353567,1.233489998,3
3.595353567,1.394204284,3
3.595353567,1.554918569,3
3.595353567,1.715632855,3
3.595353567,1.876347141,3
3.595353567,2.037061426,3
3.595353567,2.197775712,3
3.595353567,2.358489998,3
3.595353567,2.519204284,3
3.595353567,2.679918569,3
3.595353567,2.840632855,3
3.595353567,2.974561426,3
3.584585643,3.65490516,3
3.576586933,-0.739494106,1
3.568433756,-3.534400669,2
3.568433756,3.537027902,2
3.554973851,-4.659417431,3
3.554973851,-3.68173886,3
3.554973851,3.81826114,3
3.550487216,4.929862696,3
3.541513946,-5.945148479,3
3.541513946,-5.784434193,3
3.541513946,-5.623719907,3
3.541513946,-5.463005622,3
3.541513946,-5.302291336,3
3.541513946,-5.14157705,3
3.541513946,5.090565807,3
3.541513946,5.251280093,3
3.541513946,5.411994378,3
3.541513946,5.572708664,3
3.541513946,5.73342295,3
3.541513946,5.894137235,3
3.541513946,6.001280093,3
3.528054041,-4.820165241,3
3.527311781,-3.437139729,1
3.527311781,3.450846891,1
3.525452341,-3.38898151,1
3.523592901,-0.881057439,1
3.523592901,0.910782436,1
3.523567406,-3.159456542,3
3.520803742,0.753420211,1
3.519874022,3.531088378,1
3.516155142,-3.51747641,1
3.514594136,-4.980896289,3
3.514594136,-4.846967717,2
3.497560745,-3.597851167,1
3.497560745,3.61125371,1
3.487674325,-3.052358384,2
3.487674325,3.054784473,2
3.487674325,3.16192733,3
3.487674325,3.322641616,3
3.487674325,3.483355902,3
3.487674325,4.769070187,3
3.478966348,3.691438082,1
3.475247469,-3.678244963,1
3.47421442,4.447624854,3
3.466138477,-4.327385203,3
3.466138477,-4.166670918,3
3.466138477,-4.005956632,3
3.466138477,4.136900511,3
3.466138477,4.297614797,3
3.46502055,-0.707953439,1
3.460371951,3.771622453,1
3.455370552,3.976172816,3
3.452934192,-3.758638759,1
3.438058674,3.851787785,1
3.433834704,-4.488139718,3
3.433834704,-3.845282575,3
3.433834704,-2.945282575,3
3.433834704,-2.784568289,3
3.433834704,-2.623854004,3
3.433834704,-2.463139718,3
3.433834704,-2.302425432,3
3.433834704,-2.141711146,3
3.433834704,-1.980996861,3
3.433834704,-1.820282575,3
3.433834704,-1.659568289,3
3.433834704,-1.498854004,3
3.433834704,-1.338139718,3
3.433834704,-1.177425432,3
3.433834704,-1.016711146,3
3.433834704,-0.855996861,3
3.433834704,-0.695282575,3
3.433834704,-0.534568289,3
3.433834704,-0.373854004,3
3.433834704,-0.213139718,3
3.433834704,-0.052425432,3
3.433834704,0.108288854,3
3.433834704,0.269003139,3
3.433834704,0.429717425,3
3.433834704,0.590431711,3
3.433834704,0.751145996,3
3.433834704,0.911860282,3
3.433834704,1.072574568,3
3.433834704,1.233288854,3
3.433834704,1.394003139,3
3.433834704,1.554717425,3
3.433834704,1.715431711,3
3.433834704,1.876145996,3
3.433834704,2.036860282,3
3.433834704,2.197574568,3
3.433834704,2.358288854,3
3.433834704,2.519003139,3
3.433834704,2.679717425,3
3.433834704,2.840431711,3
3.433834704,2.974360282,3
3.433834704,4.619003139,3
3.432480355,-3.839023036,1
3.432480355,3.434305493,1
3.420374799,-3.668513623,2
3.420374799,-3.467620766,3
3.420374799,3.670772092,2
3.413885958,-3.40962256,1
3.413885958,3.931943598,1
3.409237359,0.720737227,1
3.408307639,-3.919426352,1
3.406914894,4.929683901,2
3.389713242,4.012099412,1
3.385994362,-3.999820148,1
3.379995083,-5.945349623,3
3.379995083,-5.784635337,3
3.379995083,-5.623921052,3
3.379995083,-5.463206766,3
3.379995083,-5.30249248,3
3.379995083,-3.320349623,3
3.379995083,5.090364663,3
3.379995083,5.251078948,3
3.379995083,5.411793234,3
3.379995083,5.57250752,3
3.379995083,5.733221805,3
3.379995083,5.893936091,3
3.379995083,6.001078948,3
3.374837724,-0.897874898,1
3.374837724,0.926076804,1
3.371021813,3.804639202,3
3.367399965,4.092264744,1
3.366535178,-4.954294957,2
3.366535178,-3.695366385,3
3.363681086,-4.080213944,1
3.362048543,-4.659657687,3
3.362048543,-3.159657687,3
3.353454168,-0.676412772,1
3.353075273,-5.128418861,3
3.345086689,4.172430077,1
3.339615367,-4.820399909,3
3.33950837,-4.160617259,1
3.33950837,-3.397961398,1
3.33950837,3.433829527,1
3.326155462,-4.981130957,3
3.326155462,-3.052559528,2
3.326155462,3.054583329,2
3.326155462,3.161726186,3
3.326155462,3.322440472,3
3.326155462,3.483154757,3
3.326155462,3.643869043,3
3.326155462,4.768869043,3
3.319054533,4.252576371,1
3.315335653,-4.241020575,1
3.312695557,4.942959424,3
3.297670976,0.688054242,1
3.293022377,4.332722665,1
3.290262382,4.447395773,3
3.289303497,-4.321433409,1
3.272315841,-2.945483719,3
3.272315841,-2.784769434,3
3.272315841,-2.624055148,3
3.272315841,-2.463340862,3
3.272315841,-2.302626576,3
3.272315841,-2.141912291,3
3.272315841,-1.981198005,3
3.272315841,-1.820483719,3
3.272315841,-1.659769434,3
3.272315841,-1.499055148,3
3.272315841,-1.338340862,3
3.272315841,-1.177626576,3
3.272315841,-1.016912291,3
3.272315841,-0.856198005,3
3.272315841,-0.695483719,3
3.272315841,-0.534769434,3
3.272315841,-0.374055148,3
3.272315841,-0.213340862,3
3.272315841,-0.052626576,3
3.272315841,0.108087709,3
3.272315841,0.268801995,3
3.272315841,0.429516281,3
3.272315841,0.590230566,3
3.272315841,0.750944852,3
3.272315841,0.911659138,3
3.272315841,1.072373424,3
3.272315841,1.233087709,3
3.272315841,1.393801995,3
3.272315841,1.554516281,3
3.272315841,1.715230566,3
3.272315841,1.875944852,3
3.272315841,2.036659138,3
3.272315841,2.197373424,3
3.272315841,2.358087709,3
3.272315841,2.518801995,3
3.272315841,2.679516281,3
3.272315841,2.840230566,3
3.272315841,2.974159138,3
3.268849661,4.412878478,1
3.261411902,-4.401855764,1
3.258855936,-3.628536196,3
3.254369301,-4.338363212,3
3.254369301,-4.177648926,3
3.254369301,-4.01693464,3
3.254369301,4.125922503,3
3.254369301,4.286636788,3
3.245396031,-3.8026601,2
3.245396031,3.804482757,2
3.241887785,-0.644872105,1
3.240958065,4.493015252,1
3.237239186,-4.482259079,1
3.231936126,5.143751709,3
3.226082547,-0.914692356,1
3.226082547,0.941371172,1
3.221743855,-3.390536332,1
3.21847622,-5.945550767,3
3.21847622,-5.784836482,3
3.21847622,-5.624122196,3
3.21847622,-5.46340791,3
3.21847622,-5.302693625,3
3.21847622,-5.168765053,3
3.21847622,-4.499122196,3
3.21847622,-3.909836482,3
3.21847622,-3.481265053,3
3.21847622,-3.320550767,3
3.21847622,3.951770661,3
3.21847622,4.608020661,3
3.21847622,5.304449233,3
3.21847622,5.465163518,3
3.21847622,5.625877804,3
3.21847622,5.78659209,3
3.21847622,5.947306375,3
3.214925909,4.573161546,1
3.20748815,-4.562690952,1
3.205016315,-5.061638958,2
3.205016315,5.063361042,2
3.20052968,-4.659858831,3
3.20052968,-3.159858831,3
3.194472072,3.42024229,1
3.186104593,0.655371257,1
3.185174874,4.653288802,1
3.181455994,-4.643103787,1
3.164636599,-3.052760673,2
3.164636599,3.054382184,2
3.164636599,3.161525042,3
3.164636599,3.322239327,3
3.164636599,3.482953613,3
3.164636599,3.643667899,3
3.164636599,4.768667899,3
3.157283278,4.733425576,1
3.149845519,-4.72354518,1
3.146690059,-4.820640165,3
3.130321402,-0.613331439,1
3.125672803,4.813543312,1
3.124256884,-4.981382387,3
3.123813363,-4.803958015,1
3.119770249,-4.01710226,3
3.118699904,-3.395077839,1
3.110796978,-2.945684864,3
3.110796978,-2.784970578,3
3.110796978,-2.624256292,3
3.110796978,-2.463542006,3
3.110796978,-2.302827721,3
3.110796978,-2.142113435,3
3.110796978,-1.981399149,3
3.110796978,-1.820684864,3
3.110796978,-1.659970578,3
3.110796978,-1.499256292,3
3.110796978,-1.338542006,3
3.110796978,-1.177827721,3
3.110796978,-1.017113435,3
3.110796978,-0.856399149,3
3.110796978,-0.695684864,3
3.110796978,-0.534970578,3
3.110796978,-0.374256292,3
3.110796978,-0.213542006,3
3.110796978,-0.052827721,3
3.110796978,0.107886565,3
3.110796978,0.268600851,3
3.110796978,0.429315136,3
3.110796978,0.590029422,3
3.110796978,0.750743708,3
3.110796978,0.911457994,3
3.110796978,1.072172279,3
3.110796978,1.232886565,3
3.110796978,1.393600851,3
3.110796978,1.554315136,3
3.110796978,1.715029422,3
3.110796978,1.875743708,3
3.110796978,2.036457994,3
3.110796978,2.197172279,3
3.110796978,2.357886565,3
3.110796978,2.518600851,3
3.110796978,2.679315136,3
3.110796978,2.840029422,3
3.110796978,2.973957994,3
3.110796978,3.804315136,3
3.110796978,4.929315136,3
3.110796978,5.090029422,3
3.095921767,4.893670567,1
3.092850438,-4.338564356,3
3.092850438,-4.17785007,3
3.090607121,4.031968565,3
3.090343448,-4.884408927,1
3.083835409,3.416464708,1
3.07732737,-0.931509814,1
3.07732737,0.956665539,1
3.074538211,0.622688273,1
3.070417263,4.192657707,3
3.070417263,4.353371993,3
3.068030172,4.973807342,1
3.065930628,5.250687834,3
3.058732973,-4.964850319,1
3.056957357,-5.945751912,3
3.056957357,-5.785037626,3
3.056957357,-5.62432334,3
3.056957357,-5.463609055,3
3.056957357,-3.93682334,2
3.056957357,-3.792180483,3
3.056957357,-3.642180483,3
3.056957357,-3.481466197,3
3.056957357,-3.320751912,3
3.056957357,3.93817666,2
3.056957357,4.511390945,3
3.056957357,5.411390945,3
3.056957357,5.572105231,3
3.056957357,5.732819517,3
3.056957357,5.893533803,3
3.056957357,6.00067666,3
3.043497452,-5.142197245,3
3.039010817,-3.160059975,3
3.039010817,4.661368596,3
3.032700817,5.053906039,1
3.030037547,-5.289535436,3
3.030037547,-5.168999721,2
3.030037547,5.170285993,2
3.027122498,-5.045291712,1
3.023403619,-3.383523769,1
3.01643072,-0.581802671,1
3.003117736,-4.59581896,3
3.003117736,-3.052961817,2
3.003117736,3.05418104,2
3.003117736,3.161323897,3
3.003117736,3.322038183,3
3.003117736,3.482752469,3
3.003117736,3.643466754,3
3.000160622,3.403994404,1
2.999230902,5.134014256,1
2.995512023,-5.125733105,1
2.989657831,-4.445835722,3
2.985171196,4.822015834,3
2.967620427,5.214131992,1
2.958323229,-5.206203055,1
2.956463789,0.583549605,1
2.949278116,-4.756600294,3
2.949278116,-2.945886008,3
2.949278116,-2.785171722,3
2.949278116,-2.624457436,3
2.949278116,-2.463743151,3
2.949278116,-2.303028865,3
2.949278116,-2.142314579,3
2.949278116,-1.981600294,3
2.949278116,-1.820886008,3
2.949278116,-1.660171722,3
2.949278116,-1.499457436,3
2.949278116,-1.338743151,3
2.949278116,-1.178028865,3
2.949278116,-1.017314579,3
2.949278116,-0.856600294,3
2.949278116,-0.695886008,3
2.949278116,-0.535171722,3
2.949278116,-0.374457436,3
2.949278116,-0.213743151,3
2.949278116,-0.053028865,3
2.949278116,0.107685421,3
2.949278116,0.268399706,3
2.949278116,0.429113992,3
2.949278116,0.589828278,3
2.949278116,0.750542564,3
2.949278116,0.911256849,3
2.949278116,1.071971135,3
2.949278116,1.232685421,3
2.949278116,1.393399706,3
2.949278116,1.554113992,3
2.949278116,1.714828278,3
2.949278116,1.875542564,3
2.949278116,2.036256849,3
2.949278116,2.196971135,3
2.949278116,2.357685421,3
2.949278116,2.518399706,3
2.949278116,2.679113992,3
2.949278116,2.839828278,3
2.949278116,2.973756849,3
2.949278116,3.804113992,3
2.942827898,-3.375908316,1
2.934150513,-0.534056162,1
2.932291073,5.294230689,1
2.930431633,-0.453795636,1
2.930431633,-0.373516072,1
2.930431633,-0.293236508,1
2.930431633,-0.212956943,1
2.930431633,-0.132677379,1
2.930431633,-0.052397815,1
2.930431633,0.02788175,1
2.930431633,0.108161314,1
2.930431633,0.188440878,1
2.930431633,0.268720443,1
2.930431633,0.349000007,1
2.930431633,0.429279571,1
2.930431633,0.509559136,1
2.928572193,-0.948327272,1
2.928572193,0.971959907,1
2.924853314,-5.286653967,1
2.922358305,3.938009039,3
2.913385035,-5.088787849,3
2.913385035,5.089783579,3
2.9088984,-4.271829151,3
2.9088984,-4.04415058,2
2.9088984,4.045135135,2
2.895438495,-5.945953056,3
2.895438495,-5.78523877,3
2.895438495,-5.624524485,3
2.895438495,-5.463810199,3
2.895438495,-4.917381627,3
2.895438495,-4.137917342,3
2.895438495,-3.642381627,3
2.895438495,-3.481667342,3
2.895438495,-3.320953056,3
2.895438495,5.571904087,3
2.895438495,5.732618373,3
2.895438495,5.893332658,3
2.895438495,6.000475515,3
2.895102279,5.374319867,1
2.891383399,-5.367104879,1
2.881978589,-3.910255532,3
2.877491954,-3.16026112,3
2.877491954,4.179024595,3
2.877491954,4.33973888,3
2.877491954,4.661167452,3
2.868518684,-5.338843723,3
2.868518684,5.39776342,3
2.863026944,3.387236442,1
2.859772924,5.454418565,1
2.852335165,-5.447584349,1
2.841598874,-5.276377247,2
2.841598874,-3.053162961,2
2.841598874,3.053979896,2
2.841598874,3.161122753,3
2.841598874,3.321837039,3
2.841598874,3.482551324,3
2.841598874,3.64326561,3
2.841598874,4.500408467,3
2.841598874,4.939694182,3
2.841598874,5.277194182,2
2.832625603,5.250397293,3
2.830486749,-3.360427529,1
2.82258413,5.534507743,1
2.813286931,-5.528063819,1
2.805705793,-4.446064803,3
2.787759253,-4.606801438,3
2.787759253,-2.946087152,3
2.787759253,-2.785372866,3
2.787759253,-2.624658581,3
2.787759253,-2.463944295,3
2.787759253,-2.303230009,3
2.787759253,-2.142515724,3
2.787759253,-1.981801438,3
2.787759253,-1.499658581,3
2.787759253,-1.338944295,3
2.787759253,-1.178230009,3
2.787759253,-1.017515724,3
2.787759253,-0.856801438,3
2.787759253,-0.696087152,3
2.787759253,-0.535372866,3
2.787759253,-0.374658581,3
2.787759253,-0.213944295,3
2.787759253,-0.053230009,3
2.787759253,0.107484276,3
2.787759253,0.268198562,3
2.787759253,0.428912848,3
2.787759253,0.589627134,3
2.787759253,0.750341419,3
2.787759253,0.911055705,3
2.787759253,1.071769991,3
2.787759253,1.232484276,3
2.787759253,1.393198562,3
2.787759253,1.553912848,3
2.787759253,1.875341419,3
2.787759253,2.036055705,3
2.787759253,2.196769991,3
2.787759253,2.357484276,3
2.787759253,2.518198562,3
2.787759253,2.678912848,3
2.787759253,2.839627134,3
2.787759253,2.973555705,3
2.787759253,3.803912848,3
2.783535896,5.614587401,1
2.779817017,-0.96514473,1
2.779817017,0.987254274,1
2.776098137,-5.60853377,1
2.774299347,-3.749675343,3
2.769812712,3.964604784,3
2.760839442,-1.807727819,3
2.760839442,-1.673799248,3
2.751866172,5.089582435,3
2.749136261,3.370597471,1
2.744687556,1.725287781,3
2.742628222,5.694657541,1
2.735190463,-5.689022759,1
2.733919632,-5.9461542,3
2.733919632,-5.785439915,3
2.733919632,-5.624725629,3
2.733919632,-5.464011343,3
2.733919632,-5.185439915,3
2.733919632,-4.767582772,3
2.733919632,-4.151511343,2
2.733919632,-3.481868486,3
2.733919632,-3.3211542,3
2.733919632,4.152060085,2
2.733919632,4.7788458,3
2.733919632,5.464560085,3
2.733919632,5.625274371,3
2.733919632,5.785988657,3
2.733919632,5.946702943,3
2.724946362,-4.285451089,3
2.720459726,-4.017599534,3
2.715973091,-3.160462264,3
2.715973091,4.125252022,3
2.714271767,-3.344966573,1
2.703579988,5.7747372,1
2.693539916,4.285938371,3
2.69242335,-5.769521268,1
2.680080011,-5.024792677,3
2.680080011,3.160921609,3
2.680080011,3.321635894,3
2.680080011,3.48235018,3
2.680080011,3.643064466,3
2.666620105,4.446619132,3
2.658953435,5.8547883,1
2.653375116,-5.850000738,1
2.6531602,-2.999826201,2
2.64418693,-4.446265947,3
2.64418693,3.000162624,2
2.639700295,-3.85698582,3
2.63106184,-0.981962188,1
2.63106184,1.002548642,1
2.62624039,-5.383788296,2
2.62624039,-4.607002582,3
2.62624039,-3.632002582,3
2.62624039,-2.839145439,2
2.62624039,-2.839145439,3
2.62624039,-2.678431154,2
2.62624039,-2.678431154,3
2.62624039,-2.517716868,2
2.62624039,-2.517716868,3
2.62624039,-2.357002582,2
2.62624039,-2.357002582,3
2.62624039,-2.196288296,2
2.62624039,-2.196288296,3
2.62624039,-2.035574011,2
2.62624039,-2.035574011,3
2.62624039,-1.874859725,3
2.62624039,-1.607002582,2
2.62624039,-1.607002582,3
2.62624039,-1.446288296,3
2.62624039,-1.285574011,3
2.62624039,-1.124859725,3
2.62624039,-0.964145439,3
2.62624039,-0.803431154,3
2.62624039,-0.642716868,3
2.62624039,-0.482002582,3
2.62624039,-0.321288296,3
2.62624039,-0.160574011,3
2.62624039,0.000140275,3
2.62624039,0.160854561,3
2.62624039,0.321568846,3
2.62624039,0.482283132,3
2.62624039,0.642997418,3
2.62624039,0.803711704,3
2.62624039,0.964425989,3
2.62624039,1.125140275,3
2.62624039,1.285854561,3
2.62624039,1.446568846,3
2.62624039,1.607283132,3
2.62624039,1.875140275,3
2.62624039,2.035854561,2
2.62624039,2.035854561,3
2.62624039,2.196568846,2
2.62624039,2.196568846,3
2.62624039,2.357283132,2
2.62624039,2.357283132,3
2.62624039,2.517997418,2
2.62624039,2.517997418,3
2.62624039,2.678711704,2
2.62624039,2.678711704,3
2.62624039,2.839425989,2
2.62624039,2.839425989,3
2.62624039,3.803711704,3
2.62624039,4.617997418,3
2.62624039,4.928711704,3
2.62624039,5.250140275,3
2.62624039,5.384068846,2
2.623624081,3.349885026,1
2.618045762,5.93485844,1
2.612780485,-4.874876487,3
2.610608003,-5.930499247,1
2.608293849,-1.874882074,2
2.608293849,3.96440364,3
2.599320579,-1.714178963,2
2.599320579,1.714392465,2
2.598056785,-3.317463683,1
2.590347309,3.000095576,3
2.590347309,5.089381291,3
2.585860674,-5.49098144,3
2.573419209,6.01490954,1
2.572400769,-5.946355345,3
2.572400769,-5.785641059,3
2.572400769,-5.624926773,3
2.572400769,-3.48206963,3
2.572400769,-3.321355345,3
2.572400769,1.86168037,2
2.572400769,5.571501798,3
2.572400769,5.732216084,3
2.572400769,5.89293037,3
2.572400769,6.000073227,3
2.56226257,-6.011026313,1
2.558940864,-4.124943535,3
2.554454228,-3.160663408,3
2.545480958,-4.285674583,3
2.545480958,-4.258888869,2
2.545480958,4.258968274,2
2.536507688,4.125028528,3
2.532021053,-2.986584202,3
2.525073776,6.094941603,1
2.518561148,-5.292850964,3
2.518561148,3.160720464,3
2.518561148,3.32143475,3
2.518561148,3.482149036,3
2.518561148,3.642863322,3
2.518561148,4.285720464,3
2.518561148,4.767863322,3
2.517636017,-6.091534341,1
2.509587878,5.41070929,3
2.506479379,3.320384666,1
2.505101243,-4.714296298,3
2.500614608,-5.142873313,3
2.493463301,-3.301943231,1
2.482306663,-0.998779646,1
2.482306663,1.01784301,1
2.480447223,6.174992703,1
2.478181432,-3.964329822,3
2.473694797,1.982093163,3
2.469290585,-6.172061408,1
2.464721527,-2.839346584,3
2.464721527,-2.678632298,3
2.464721527,-2.517918012,3
2.464721527,-2.357203726,3
2.464721527,-2.196489441,3
2.464721527,-1.553632298,3
2.464721527,-1.392918012,3
2.464721527,-1.232203726,3
2.464721527,-1.071489441,3
2.464721527,-0.910775155,3
2.464721527,-0.750060869,3
2.464721527,-0.589346584,3
2.464721527,-0.428632298,3
2.464721527,-0.267918012,3
2.464721527,-0.107203726,3
2.464721527,0.053510559,3
2.464721527,0.214224845,3
2.464721527,0.374939131,3
2.464721527,0.535653416,3
2.464721527,0.696367702,3
2.464721527,0.857081988,3
2.464721527,1.017796274,3
2.464721527,1.178510559,3
2.464721527,1.339224845,3
2.464721527,1.499939131,3
2.464721527,1.660653416,3
2.464721527,2.142796274,3
2.464721527,2.303510559,3
2.464721527,2.464224845,3
2.464721527,2.624939131,3
2.464721527,2.785653416,3
2.464721527,2.946367702,3
2.464721527,3.803510559,3
2.464721527,4.432974845,3
2.464721527,4.928510559,3
2.464721527,5.249939131,3
2.455748257,-1.875072044,3
2.451261622,-1.901863346,2
2.446774987,-4.982226076,3
2.446774987,-4.410797504,3
2.446774987,3.964202496,3
2.444531669,-2.049193155,3
2.430242351,6.255015246,1
2.428828446,5.089180146,3
